Volume,Subject,Session,Task,Run,Filepath
647,sub-10896,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10896/ses-01/func/sub-10896_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
648,sub-10896,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10896/ses-01/func/sub-10896_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
649,sub-10896,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10896/ses-01/func/sub-10896_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
650,sub-10896,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10896/ses-01/func/sub-10896_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
651,sub-10897,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10897/ses-01/func/sub-10897_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
652,sub-10897,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10897/ses-01/func/sub-10897_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
653,sub-10897,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10897/ses-01/func/sub-10897_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
654,sub-10897,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10897/ses-01/func/sub-10897_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
655,sub-10897,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10897/ses-01/func/sub-10897_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
656,sub-10897,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10897/ses-01/func/sub-10897_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
657,sub-10898,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10898/ses-01/func/sub-10898_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
658,sub-10898,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10898/ses-01/func/sub-10898_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
659,sub-10898,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10898/ses-01/func/sub-10898_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
660,sub-10898,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10898/ses-01/func/sub-10898_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
661,sub-10898,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10898/ses-01/func/sub-10898_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
662,sub-10898,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10898/ses-01/func/sub-10898_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
663,sub-10898,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10898/ses-01/func/sub-10898_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
664,sub-10898,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10898/ses-01/func/sub-10898_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
665,sub-10908,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10908/ses-01/func/sub-10908_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
666,sub-10908,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10908/ses-01/func/sub-10908_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
667,sub-10908,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10908/ses-01/func/sub-10908_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
668,sub-10908,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10908/ses-01/func/sub-10908_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
669,sub-10908,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10908/ses-01/func/sub-10908_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
670,sub-10908,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10908/ses-01/func/sub-10908_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
671,sub-10908,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10908/ses-01/func/sub-10908_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
672,sub-10908,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10908/ses-01/func/sub-10908_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
673,sub-10913,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10913/ses-01/func/sub-10913_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
674,sub-10913,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10913/ses-01/func/sub-10913_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
675,sub-10913,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
676,sub-10913,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10913/ses-01/func/sub-10913_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
677,sub-10918,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10918/ses-01/func/sub-10918_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
678,sub-10918,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10918/ses-01/func/sub-10918_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
679,sub-10918,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10918/ses-01/func/sub-10918_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
680,sub-10918,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10918/ses-01/func/sub-10918_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
681,sub-10918,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10918/ses-01/func/sub-10918_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
682,sub-10918,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10918/ses-01/func/sub-10918_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
683,sub-10918,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10918/ses-01/func/sub-10918_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
684,sub-10918,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10918/ses-01/func/sub-10918_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
685,sub-10919,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10919/ses-01/func/sub-10919_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
686,sub-10919,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10919/ses-01/func/sub-10919_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
687,sub-10919,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10919/ses-01/func/sub-10919_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
688,sub-10919,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10919/ses-01/func/sub-10919_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
689,sub-10919,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10919/ses-01/func/sub-10919_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
690,sub-10919,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10919/ses-01/func/sub-10919_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
691,sub-10919,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10919/ses-01/func/sub-10919_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
692,sub-10919,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10919/ses-01/func/sub-10919_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
693,sub-10924,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10924/ses-01/func/sub-10924_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
694,sub-10924,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10924/ses-01/func/sub-10924_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
695,sub-10924,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10924/ses-01/func/sub-10924_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
696,sub-10924,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10924/ses-01/func/sub-10924_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
697,sub-10924,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10924/ses-01/func/sub-10924_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
698,sub-10924,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10924/ses-01/func/sub-10924_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
699,sub-10924,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10924/ses-01/func/sub-10924_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
700,sub-10924,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10924/ses-01/func/sub-10924_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
701,sub-10926,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10926/ses-01/func/sub-10926_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
702,sub-10926,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10926/ses-01/func/sub-10926_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
703,sub-10926,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10926/ses-01/func/sub-10926_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
704,sub-10926,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10926/ses-01/func/sub-10926_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
705,sub-10926,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10926/ses-01/func/sub-10926_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
706,sub-10926,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10926/ses-01/func/sub-10926_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
707,sub-10926,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10926/ses-01/func/sub-10926_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
708,sub-10928,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10928/ses-01/func/sub-10928_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
709,sub-10928,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10928/ses-01/func/sub-10928_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
710,sub-10928,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10928/ses-01/func/sub-10928_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
711,sub-10928,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10928/ses-01/func/sub-10928_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
712,sub-10928,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10928/ses-01/func/sub-10928_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
713,sub-10928,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10928/ses-01/func/sub-10928_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
714,sub-10928,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10928/ses-01/func/sub-10928_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
715,sub-10929,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10929/ses-01/func/sub-10929_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
716,sub-10929,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10929/ses-01/func/sub-10929_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
717,sub-10929,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10929/ses-01/func/sub-10929_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
718,sub-10929,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10929/ses-01/func/sub-10929_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
719,sub-10929,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10929/ses-01/func/sub-10929_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
720,sub-10929,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10929/ses-01/func/sub-10929_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
721,sub-10929,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10929/ses-01/func/sub-10929_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
722,sub-10930,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10930/ses-01/func/sub-10930_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
723,sub-10930,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10930/ses-01/func/sub-10930_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
724,sub-10930,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10930/ses-01/func/sub-10930_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
725,sub-10930,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10930/ses-01/func/sub-10930_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
726,sub-10930,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10930/ses-01/func/sub-10930_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
727,sub-10930,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10930/ses-01/func/sub-10930_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
728,sub-10930,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10930/ses-01/func/sub-10930_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
729,sub-10930,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10930/ses-01/func/sub-10930_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
730,sub-10938,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10938/ses-01/func/sub-10938_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
731,sub-10938,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10938/ses-01/func/sub-10938_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
732,sub-10938,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10938/ses-01/func/sub-10938_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
733,sub-10938,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10938/ses-01/func/sub-10938_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
734,sub-10938,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10938/ses-01/func/sub-10938_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
735,sub-10938,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10938/ses-01/func/sub-10938_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
736,sub-10938,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10938/ses-01/func/sub-10938_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
737,sub-10938,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10938/ses-01/func/sub-10938_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
738,sub-10940,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10940/ses-01/func/sub-10940_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
739,sub-10940,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10940/ses-01/func/sub-10940_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
740,sub-10940,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10940/ses-01/func/sub-10940_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
741,sub-10940,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10940/ses-01/func/sub-10940_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
742,sub-10940,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10940/ses-01/func/sub-10940_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
743,sub-10940,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10940/ses-01/func/sub-10940_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
744,sub-10940,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10940/ses-01/func/sub-10940_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
745,sub-10940,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10940/ses-01/func/sub-10940_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
746,sub-10950,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10950/ses-01/func/sub-10950_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
747,sub-10950,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10950/ses-01/func/sub-10950_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
748,sub-10950,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10950/ses-01/func/sub-10950_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
749,sub-10950,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10950/ses-01/func/sub-10950_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
750,sub-10950,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10950/ses-01/func/sub-10950_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
751,sub-10950,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10950/ses-01/func/sub-10950_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
752,sub-10950,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10950/ses-01/func/sub-10950_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
753,sub-10950,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10950/ses-01/func/sub-10950_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
754,sub-10951,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10951/ses-01/func/sub-10951_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
755,sub-10951,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10951/ses-01/func/sub-10951_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
756,sub-10951,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10951/ses-01/func/sub-10951_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
757,sub-10951,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10951/ses-01/func/sub-10951_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
758,sub-10951,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10951/ses-01/func/sub-10951_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
759,sub-10951,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10951/ses-01/func/sub-10951_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
760,sub-10952,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10952/ses-01/func/sub-10952_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
761,sub-10952,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10952/ses-01/func/sub-10952_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
762,sub-10952,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10952/ses-01/func/sub-10952_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
763,sub-10952,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10952/ses-01/func/sub-10952_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
764,sub-10952,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10952/ses-01/func/sub-10952_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
765,sub-10952,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10952/ses-01/func/sub-10952_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
766,sub-10952,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10952/ses-01/func/sub-10952_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
767,sub-10953,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10953/ses-01/func/sub-10953_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
768,sub-10953,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10953/ses-01/func/sub-10953_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
769,sub-10953,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-10953/ses-01/func/sub-10953_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
