Volume,Subject,Session,Task,Run,Filepath
947,sub-11039,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11039/ses-01/func/sub-11039_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
948,sub-11042,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11042/ses-01/func/sub-11042_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
949,sub-11042,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11042/ses-01/func/sub-11042_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
950,sub-11042,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11042/ses-01/func/sub-11042_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
951,sub-11042,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11042/ses-01/func/sub-11042_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
952,sub-11042,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11042/ses-01/func/sub-11042_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
953,sub-11042,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11042/ses-01/func/sub-11042_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
954,sub-11042,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11042/ses-01/func/sub-11042_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
955,sub-11042,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11042/ses-01/func/sub-11042_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
956,sub-11053,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11053/ses-01/func/sub-11053_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
957,sub-11053,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11053/ses-01/func/sub-11053_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
958,sub-11053,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11053/ses-01/func/sub-11053_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
959,sub-11053,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11053/ses-01/func/sub-11053_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
960,sub-11053,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11053/ses-01/func/sub-11053_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
961,sub-11053,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11053/ses-01/func/sub-11053_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
962,sub-11053,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11053/ses-01/func/sub-11053_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
963,sub-11053,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11053/ses-01/func/sub-11053_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
964,sub-11058,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11058/ses-01/func/sub-11058_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
965,sub-11058,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11058/ses-01/func/sub-11058_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
966,sub-11058,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11058/ses-01/func/sub-11058_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
967,sub-11058,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11058/ses-01/func/sub-11058_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
968,sub-11058,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11058/ses-01/func/sub-11058_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
969,sub-11058,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11058/ses-01/func/sub-11058_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
970,sub-11058,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11058/ses-01/func/sub-11058_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
971,sub-11058,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11058/ses-01/func/sub-11058_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
972,sub-11060,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11060/ses-01/func/sub-11060_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
973,sub-11060,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11060/ses-01/func/sub-11060_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
974,sub-11060,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11060/ses-01/func/sub-11060_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
975,sub-11060,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11060/ses-01/func/sub-11060_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
976,sub-11060,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11060/ses-01/func/sub-11060_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
977,sub-11060,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11060/ses-01/func/sub-11060_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
978,sub-11060,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11060/ses-01/func/sub-11060_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
979,sub-11060,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11060/ses-01/func/sub-11060_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
980,sub-11063,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11063/ses-01/func/sub-11063_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
981,sub-11063,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11063/ses-01/func/sub-11063_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
982,sub-11063,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11063/ses-01/func/sub-11063_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
983,sub-11063,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11063/ses-01/func/sub-11063_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
984,sub-11063,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11063/ses-01/func/sub-11063_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
985,sub-11063,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11063/ses-01/func/sub-11063_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
986,sub-11063,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11063/ses-01/func/sub-11063_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
987,sub-11063,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11063/ses-01/func/sub-11063_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
988,sub-11064,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11064/ses-01/func/sub-11064_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
989,sub-11064,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11064/ses-01/func/sub-11064_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
990,sub-11064,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11064/ses-01/func/sub-11064_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
991,sub-11064,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11064/ses-01/func/sub-11064_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
992,sub-11064,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11064/ses-01/func/sub-11064_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
993,sub-11064,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11064/ses-01/func/sub-11064_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
994,sub-11064,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11064/ses-01/func/sub-11064_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
995,sub-11064,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11064/ses-01/func/sub-11064_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
996,sub-11065,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11065/ses-01/func/sub-11065_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
997,sub-11065,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11065/ses-01/func/sub-11065_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
998,sub-11065,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11065/ses-01/func/sub-11065_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
999,sub-11065,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11065/ses-01/func/sub-11065_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1000,sub-11065,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11065/ses-01/func/sub-11065_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1001,sub-11065,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11065/ses-01/func/sub-11065_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1002,sub-11065,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11065/ses-01/func/sub-11065_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1003,sub-11065,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11065/ses-01/func/sub-11065_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1004,sub-11066,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11066/ses-01/func/sub-11066_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1005,sub-11066,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11066/ses-01/func/sub-11066_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1006,sub-11066,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11066/ses-01/func/sub-11066_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1007,sub-11066,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11066/ses-01/func/sub-11066_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1008,sub-11066,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11066/ses-01/func/sub-11066_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1009,sub-11066,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11066/ses-01/func/sub-11066_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1010,sub-11066,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11066/ses-01/func/sub-11066_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1011,sub-11066,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11066/ses-01/func/sub-11066_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1012,sub-11068,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11068/ses-01/func/sub-11068_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1013,sub-11068,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11068/ses-01/func/sub-11068_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1014,sub-11068,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11068/ses-01/func/sub-11068_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1015,sub-11068,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11068/ses-01/func/sub-11068_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1016,sub-11068,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11068/ses-01/func/sub-11068_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1017,sub-11068,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11068/ses-01/func/sub-11068_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1018,sub-11068,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1019,sub-11068,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11068/ses-01/func/sub-11068_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1020,sub-11071,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11071/ses-01/func/sub-11071_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1021,sub-11071,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11071/ses-01/func/sub-11071_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1022,sub-11071,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11071/ses-01/func/sub-11071_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1023,sub-11071,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11071/ses-01/func/sub-11071_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1024,sub-11071,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11071/ses-01/func/sub-11071_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1025,sub-11071,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11071/ses-01/func/sub-11071_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1026,sub-11071,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11071/ses-01/func/sub-11071_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1027,sub-11071,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11071/ses-01/func/sub-11071_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1028,sub-11072,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11072/ses-01/func/sub-11072_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1029,sub-11072,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11072/ses-01/func/sub-11072_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1030,sub-11072,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11072/ses-01/func/sub-11072_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1031,sub-11072,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11072/ses-01/func/sub-11072_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1032,sub-11072,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11072/ses-01/func/sub-11072_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1033,sub-11072,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11072/ses-01/func/sub-11072_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1034,sub-11072,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1035,sub-11072,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11072/ses-01/func/sub-11072_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1036,sub-11074,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11074/ses-01/func/sub-11074_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1037,sub-11074,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11074/ses-01/func/sub-11074_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1038,sub-11074,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11074/ses-01/func/sub-11074_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1039,sub-11074,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11074/ses-01/func/sub-11074_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1040,sub-11074,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11074/ses-01/func/sub-11074_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1041,sub-11074,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11074/ses-01/func/sub-11074_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1042,sub-11074,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11074/ses-01/func/sub-11074_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1043,sub-11074,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11074/ses-01/func/sub-11074_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1044,sub-11075,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11075/ses-01/func/sub-11075_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1045,sub-11075,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11075/ses-01/func/sub-11075_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1046,sub-11075,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11075/ses-01/func/sub-11075_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1047,sub-11075,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11075/ses-01/func/sub-11075_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1048,sub-11075,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11075/ses-01/func/sub-11075_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1049,sub-11075,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11075/ses-01/func/sub-11075_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1050,sub-11076,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11076/ses-01/func/sub-11076_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1051,sub-11076,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11076/ses-01/func/sub-11076_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1052,sub-11076,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11076/ses-01/func/sub-11076_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1053,sub-11076,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11076/ses-01/func/sub-11076_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1054,sub-11076,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11076/ses-01/func/sub-11076_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1055,sub-11076,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11076/ses-01/func/sub-11076_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1056,sub-11078,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11078/ses-01/func/sub-11078_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1057,sub-11078,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11078/ses-01/func/sub-11078_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1058,sub-11078,ses-01,doors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11078/ses-01/func/sub-11078_ses-01_task-doors_run-1_part-mag_desc-brain_mask.nii.gz
1059,sub-11078,ses-01,socialdoors,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11078/ses-01/func/sub-11078_ses-01_task-socialdoors_run-1_part-mag_desc-brain_mask.nii.gz
1060,sub-11078,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11078/ses-01/func/sub-11078_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1061,sub-11078,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11078/ses-01/func/sub-11078_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1062,sub-11078,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11078/ses-01/func/sub-11078_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1063,sub-11078,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11078/ses-01/func/sub-11078_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1064,sub-11083,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11083/ses-01/func/sub-11083_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1065,sub-11083,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11083/ses-01/func/sub-11083_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
1066,sub-11083,ses-01,trust,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11083/ses-01/func/sub-11083_ses-01_task-trust_run-1_part-mag_desc-brain_mask.nii.gz
1067,sub-11083,ses-01,trust,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11083/ses-01/func/sub-11083_ses-01_task-trust_run-2_part-mag_desc-brain_mask.nii.gz
1068,sub-11083,ses-01,sharedreward,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11083/ses-01/func/sub-11083_ses-01_task-sharedreward_run-1_part-mag_desc-brain_mask.nii.gz
1069,sub-11083,ses-01,sharedreward,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11083/ses-01/func/sub-11083_ses-01_task-sharedreward_run-2_part-mag_desc-brain_mask.nii.gz
1070,sub-11084,ses-01,ugr,1,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11084/ses-01/func/sub-11084_ses-01_task-ugr_run-1_part-mag_desc-brain_mask.nii.gz
1071,sub-11084,ses-01,ugr,2,/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep-24/sub-11084/ses-01/func/sub-11084_ses-01_task-ugr_run-2_part-mag_desc-brain_mask.nii.gz
